,000300.SH,HSI.HI,SPX.GI,AU9999.SGE,中债综合全价总值指数
2017-12-04,4018.8571,24655.938387600003,17448.018119999997,272.65,113.4375
2017-12-05,4040.1704,24392.644387999997,17384.876141,272.87,113.4496
2017-12-06,4015.8211,23896.809168,17396.039101,271.43,113.4683
2017-12-07,3971.0569,23980.4437913,17455.489110000002,269.28,113.4572
2017-12-08,4003.3792,24286.5928,17557.702699999998,267.79,113.4268
2017-12-11,4069.4997,24539.683340900003,17596.365847999998,268.28,113.3461
2017-12-12,4016.0163,24397.918340400003,17626.284582,267.5,113.2994
2017-12-13,4050.0927,24799.627385999996,17641.647535,267.79,113.2867
2017-12-14,4026.1516,24677.0907904,17512.017633000003,270.0,113.3145
2017-12-15,3980.8558,24419.3481528,17690.582653,269.57,113.3729
2017-12-18,3985.2914,24603.0827331,17798.636592,269.9,113.3968
2017-12-19,4035.3294,24736.6023594,17723.980406,271.31,113.385
2017-12-20,4030.4898,24703.098390900002,17700.73305,270.68,113.3615
2017-12-21,4067.8485,24702.3961896,17663.128315,270.15,113.338
2017-12-22,4054.5984,24889.895415,17662.012214000002,270.54,113.3505
2017-12-25,4041.5401,24846.119960199998,17624.982122,271.55,113.3677
2017-12-26,4053.6224,24770.1044745,17534.7588,271.92,113.339
2017-12-27,3991.2075,24783.3046244,17549.968302,272.75,113.3037
2017-12-28,4018.8974,25005.7802943,17579.736648,273.5,113.3103
2017-12-29,4030.8549,25009.7166765,17469.902462,273.0,113.3542
2018-01-02,4087.4012,25398.1976661,17544.061898999997,275.3,113.4396
2018-01-03,4111.3925,25383.313851000003,17613.185520000003,276.0,113.4585
2018-01-04,4128.8119,25572.751360000002,17717.648157,275.19,113.435
2018-01-05,4138.7505,25585.703738400003,17807.158225,276.26,113.5153
2018-01-08,4160.1595,25619.727308899997,17813.953472,276.6,113.5314
2018-01-09,4189.2977,25756.216461400003,17874.580872,277.19,113.5598
2018-01-10,4207.8132,25908.6462616,17920.383361,276.65,113.4841
2018-01-11,4205.5863,25915.1935686,18029.823132,277.8,113.4203
2018-01-12,4225.001,26071.4658238,18091.613568,278.38,113.4363
2018-01-15,4225.2393,25868.043464100003,17991.866176,279.54,113.3739
2018-01-16,4258.473,26248.67592,17872.370824,278.8,113.3735
2018-01-17,4248.1164,26298.6787066,18030.26976,277.65,113.3455
2018-01-18,4271.4168,26468.1573406,18019.593003,276.15,113.2956
2018-01-19,4285.395,26470.620576299996,18033.414070000003,275.6,113.3094
2018-01-22,4336.5974,26566.8073433,18162.737264,275.95,113.3354
2018-01-23,4382.6129,26957.400327,18172.987217,277.14,113.3579
2018-01-24,4389.8853,26943.3994881,18136.420663999997,277.84,113.3723
2018-01-25,4365.0794,26617.948373,18092.8367,278.87,113.3765
2018-01-26,4381.2996,26902.910674000002,18224.338132,277.5,113.3907
2018-01-29,4302.0181,26677.7963947,18053.428251,275.98,113.4122
2018-01-30,4256.1021,26407.339879400002,17869.368816,274.0,113.4153
2018-01-31,4275.8986,26636.386591099996,17885.730159,274.05,113.4709
2018-02-01,4245.8978,26309.52454,17791.17291,273.4,113.5126
2018-02-02,4271.2326,26216.069351399998,17369.654505000002,273.75,113.5388
2018-02-05,4274.1464,25980.618658400002,16693.354986000002,271.49,113.5252
2018-02-06,4148.8856,24675.206230000003,16998.787008,273.24,113.6456
2018-02-07,4050.4972,24385.614208,16862.814412,269.79,113.6902
2018-02-08,4012.0472,24470.336059299996,16214.3582,269.3,113.7045
2018-02-09,3840.6527,23846.421472999995,16553.984270000004,269.55,113.7157
2018-02-12,3890.1046,23735.623891,16733.065599999998,270.1,113.7801
2018-02-13,3935.6324,24133.0182828,16842.296618,271.14,113.8034
2018-02-14,3966.9614,24746.320664,17116.870364,273.21,113.8276
2018-02-22,4052.7332,25141.035592,17178.25788,271.36,113.847
2018-02-23,4071.0889,25369.869066299998,17440.409860000003,271.96,113.8745
2018-02-26,4118.4186,25516.700874,17616.54888,273.6,114.0066
2018-02-27,4058.9806,25238.1862324,17329.030488000004,272.36,114.0712
2018-02-28,4023.6415,24940.423697600003,17176.915602,270.3,114.1201
2018-03-01,4049.0863,25126.9055075,16963.574984,269.78,114.1365
2018-03-02,4016.461,24745.9868985,17044.76275,270.9,114.1161
2018-03-05,4018.097,24205.5849888,17259.194514,272.09,114.0939
2018-03-06,4066.5647,24693.5542182,17292.461432,271.15,114.1107
2018-03-07,4036.6536,24399.715298400002,17259.007920000004,272.3,114.1491
2018-03-08,4077.6001,24743.7154536,17320.972383,272.21,114.1707
2018-03-09,4108.8652,25083.0630183,17681.065307,270.6,114.1868
2018-03-12,4127.6662,25526.638923500002,17625.700566,270.8,114.2115
2018-03-13,4091.2533,25481.829207500003,17481.736758,270.7,114.1767
2018-03-14,4073.3447,25340.075911099997,17378.08834,271.12,114.1739
2018-03-15,4096.1627,25400.678651999995,17346.916353,270.97,114.1868
2018-03-16,4056.4226,25444.771208400005,17431.231340000002,270.21,114.2055
2018-03-19,4074.2479,25441.3735856,17178.209440000002,268.6,114.1983
2018-03-20,4077.7041,25440.6015548,17183.558724000002,269.51,114.2362
2018-03-21,4061.0502,25385.7594668,17192.551428000002,269.74,114.2851
2018-03-22,4020.349,25014.991644499998,16699.396623,272.1,114.3692
2018-03-23,3904.9355,24435.6526909,16376.438672000002,274.97,114.6039
2018-03-26,3879.893,24597.869604,16800.175015,274.18,114.631
2018-03-27,3913.2689,24647.135690100004,16411.433792,274.1,114.5868
2018-03-28,3842.7155,24023.7282807,16355.4925,272.52,114.6205
2018-03-29,3894.0498,24179.729896200002,16649.629002,269.9,114.6127
2018-03-30,3898.4977,24112.320725,16606.054646999997,270.56,114.6607
2018-04-02,3886.9189,24065.375052199997,16204.911632,270.84,114.7322
2018-04-03,3862.4796,24161.584458,16427.373685,272.44,114.7772
2018-04-04,3854.8625,23666.3145206,16641.976294,272.16,114.8649
2018-04-09,3852.9292,24308.8144612,16492.698023999998,271.5,115.0446
2018-04-10,3927.1729,24691.157164800003,16757.144777,271.97,115.0234
2018-04-11,3938.3434,24762.969679499998,16622.281509,272.9,115.0573
2018-04-12,3898.6354,24679.823014399997,16738.914765999998,274.08,115.0913
2018-04-13,3871.1443,24685.522558800003,16707.59574,272.1,115.1049
2018-04-16,3808.863,24284.9096813,16839.329056000002,272.89,115.2037
2018-04-17,3748.6412,24039.6780375,16988.280669,273.5,115.2498
2018-04-18,3766.282,24234.3653775,17014.863888,273.04,115.9786
2018-04-19,3811.843,24581.1849668,16921.474416000005,274.09,115.8796
2018-04-20,3760.8543,24377.8580286,16794.379558,272.88,115.8857
2018-04-23,3766.3257,24309.107856000002,16831.905985999998,271.45,115.7051
2018-04-24,3843.4886,24697.404876,16658.059424,271.09,115.7193
2018-04-25,3828.7015,24375.340718,16645.64004,270.51,115.6709
2018-04-26,3755.4941,24200.5937664,16877.196402,271.27,115.5998
2018-04-27,3756.8765,24462.2392595,16925.360462999997,270.3,115.5318
2018-05-02,3763.6461,24921.368023200004,16781.310890000004,269.84,115.4517
2018-05-03,3793.0001,24613.850172599996,16759.795236,269.4,115.4897
2018-05-04,3774.5981,24217.72086,16918.310182,269.48,115.5329
2018-05-07,3834.1877,24296.850312999995,16993.650592,269.99,115.5121
2018-05-08,3878.6767,24661.5433596,17013.183408,270.35,115.419
2018-05-09,3871.6152,24792.9027888,17193.825007,269.61,115.331
2018-05-10,3893.0565,25028.7941436,17364.472776,270.1,115.3362
2018-05-11,3872.8383,25185.527055000002,17327.568528,270.79,115.356
2018-05-14,3909.2933,25452.074506,17294.008485000002,270.52,115.3465
2018-05-15,3924.0975,25194.8273031,17213.91147,269.47,115.2686
2018-05-16,3892.8442,25263.349012000002,17354.32127,267.1,115.2342
2018-05-17,3864.0507,25101.509766,17321.515827,265.49,115.1969
2018-05-18,3903.0637,25219.596334799997,17298.710611,265.8,115.2049
2018-05-21,3921.2421,25406.644977,17450.815452000003,265.32,115.2426
2018-05-22,3906.2081,25389.778427999998,17381.654756,266.01,115.3017
2018-05-23,3854.5825,24913.3792488,17431.010317,266.49,115.3614
2018-05-24,3827.217,25013.1349956,17407.473216000002,267.65,115.3822
2018-05-25,3816.498,24894.382234399996,17380.318311,268.87,115.4677
2018-05-28,3833.2599,25104.929578,17406.170946000002,267.8,115.4725
2018-05-29,3804.0093,24876.941509000004,17220.752706000003,268.4,115.4672
2018-05-30,3723.3724,24598.176368099997,17490.051007000002,268.85,115.4921
2018-05-31,3802.3759,24909.2665424,17352.683888,269.54,115.4204
2018-06-01,3770.5891,24904.1694552,17522.898036,269.09,115.3882
2018-06-04,3807.5781,25368.126872399997,17637.102896,267.94,115.329
2018-06-05,3845.3164,25422.937523500004,17635.476160000002,267.5,115.2841
2018-06-06,3837.3511,25509.301145999994,17754.129399999998,267.87,115.2632
2018-06-07,3831.0128,25669.873271700002,17707.928003,268.09,115.2224
2018-06-08,3779.6159,25255.0885538,17786.625709,268.13,115.2774
2018-06-11,3779.9818,25362.889776,17822.604799999997,268.26,115.2571
2018-06-12,3825.9534,25416.7985708,17869.560885000003,268.11,115.1858
2018-06-13,3788.3391,25119.9608855,17807.331828,267.86,115.217
2018-06-14,3773.3655,24811.173763599996,17797.362538,268.93,115.2709
2018-06-15,3753.4338,24831.9589672,17874.881595999996,268.67,115.3272
2018-06-19,3621.1166,24115.2605525,17745.496865,267.82,115.4101
2018-06-20,3635.4436,24434.602599399997,17873.012952,266.3,115.361
2018-06-21,3592.965,24165.725723999996,17792.597056,265.75,115.4154
2018-06-22,3608.9046,24237.873618000005,17852.724352,266.68,115.4494
2018-06-25,3560.4777,23952.8072134,17631.882351,267.16,115.4366
2018-06-26,3531.1112,23988.024398,17748.90508,267.2,115.4571
2018-06-27,3459.2621,23688.5360414,17701.203947,267.56,115.4952
2018-06-28,3423.5255,23950.287620799998,17916.78076,267.0,115.6173
2018-06-29,3510.9845,24412.053241,17986.366942,267.38,115.8185
2018-07-02,3407.9638,24411.7636899,18039.095347000002,267.42,115.9389
2018-07-03,3409.2801,24193.2269421,18042.099034,267.84,115.9959
2018-07-04,3363.7473,23977.17783,18068.68859,268.4,116.0148
2018-07-05,3342.4379,23777.5111539,18110.88498,268.29,116.1109
2018-07-06,3365.1227,23933.777805,18307.541952000003,269.21,116.1192
2018-07-09,3459.1837,24267.889034999997,18484.939881,269.1,116.0934
2018-07-10,3467.5155,24213.555450000003,18511.704456000003,268.25,116.0648
2018-07-11,3407.5297,23892.235191,18373.444068,269.0,116.1163
2018-07-12,3481.0559,24213.832049400004,18671.869854,267.99,116.1234
2018-07-13,3492.6897,24252.6143424,18692.301237,267.8,116.1878
2018-07-16,3472.0859,24275.264002800002,18681.758994,268.15,116.2591
2018-07-17,3449.3773,23993.882352,18773.694055,267.87,116.2593
2018-07-18,3431.3227,23971.2252468,18840.439668,265.47,116.3103
2018-07-19,3428.343,23934.1594356,18808.592633999997,266.29,116.44
2018-07-20,3492.8938,24333.1709424,18960.263793,267.48,116.4325
2018-07-23,3525.7503,24332.4751768,18973.219913999998,268.4,116.4562
2018-07-24,3581.7057,24796.849184100003,19147.977639999997,268.43,116.3497
2018-07-25,3577.7522,25081.361316000002,19364.66028,268.0,116.3454
2018-07-26,3536.2456,24823.4454386,19198.686528000002,268.58,116.4225
2018-07-27,3521.2269,24938.169538399998,19151.626844000002,268.25,116.4835
2018-07-30,3515.0794,24943.8048156,19094.39406,268.29,116.5633
2018-07-31,3517.6568,24824.9158452,19197.240784999998,268.65,116.7237
2018-08-01,3447.3882,24658.9944666,19213.279448,268.24,116.8057
2018-08-02,3370.9579,23991.3860096,19208.698124,267.93,116.8785
2018-08-03,3315.2839,24090.022454399998,19405.83927,267.81,116.9877
2018-08-06,3273.2728,24285.084902000002,19528.94552,267.6,117.098
2018-08-07,3368.8695,24627.938561600004,19560.659194999997,267.61,117.1666
2018-08-08,3314.5075,24680.959541999997,19521.806009999997,267.2,117.0568
2018-08-09,3397.5298,24898.935701000002,19494.802485999997,267.14,116.8411
2018-08-10,3405.0191,24716.1196722,19378.21856,267.24,116.7661
2018-08-13,3390.3441,24424.3844196,19366.623397,267.72,116.5905
2018-08-14,3372.9137,24287.1441016,19509.10522,265.51,116.631
2018-08-15,3291.976,23967.1602044,19406.168471999998,264.97,116.6241
2018-08-16,3276.7276,23803.8797022,19585.421274,262.39,116.5397
2018-08-17,3229.6198,23884.3935547,19635.685622,261.59,116.3458
2018-08-20,3267.2498,24160.1346486,19633.07619,263.18,116.2947
2018-08-21,3326.6489,24169.3497552,19571.19456,264.51,116.1966
2018-08-22,3307.9545,24289.733429200005,19537.931322000004,264.1,116.2661
2018-08-23,3320.0257,24204.3790416,19532.315166,264.26,116.3572
2018-08-24,3325.3347,24221.187811,19751.994990000003,264.6,116.3623
2018-08-27,3406.5735,24673.1854671,19844.986392,265.3,116.3174
2018-08-28,3400.1705,24578.586410399996,19718.203104,266.34,116.3067
2018-08-29,3386.5736,24644.15759,19836.453088,265.69,116.3173
2018-08-30,3351.0942,24441.889152,19760.466769000002,266.0,116.3896
2018-08-31,3334.5036,24248.815339499997,19801.713392,266.47,116.4438
2018-09-03,3321.8248,24131.8027066,19831.018744,265.0,116.3832
2018-09-04,3363.8984,24299.041791,19750.705976,264.14,116.3535
2018-09-05,3298.1412,23695.066099,19719.316759999998,263.91,116.3526
2018-09-06,3262.8808,23444.355558400002,19633.193685000002,264.8,116.3392
2018-09-07,3277.6438,23439.4059606,19588.303616,265.22,116.325
2018-09-10,3230.0681,23186.676040799997,19676.404357,265.19,116.2193
2018-09-11,3224.2116,23053.146424,19778.581032,265.38,116.1433
2018-09-12,3202.0248,23006.069630399998,19802.391032000003,265.2,116.1803
2018-09-13,3236.5662,23574.464843400005,19890.147984,266.15,116.2264
2018-09-14,3242.0902,23767.8274305,19859.024276,266.72,116.2601
2018-09-17,3204.9224,23511.5700645,19790.879920000003,265.69,116.2997
2018-09-18,3269.4319,23668.742680800002,19910.206774,265.79,116.3044
2018-09-19,3312.4823,23953.493232599998,19939.522355,266.69,116.2774
2018-09-20,3310.1258,24007.240278999998,20084.42975,266.54,116.2275
2018-09-21,3410.4856,24365.178935400003,20026.345219000003,267.7,116.2632
2018-09-25,3379.8043,24088.915652199998,19954.09264,266.53,116.2861
2018-09-26,3417.2413,24410.9724372,19926.526887,267.1,116.3352
2018-09-27,3403.5902,24366.2312805,20002.2788,266.3,116.4057
2018-09-28,3438.8649,24452.508174000002,20045.851216,264.06,116.4529
2018-10-08,3290.8988,23057.9995743,19890.163951000002,266.98,116.5907
2018-10-09,3288.6906,23075.8695597,19879.818646000003,266.72,116.6135
2018-10-10,3281.5978,23094.953680399998,19241.248896,266.46,116.6581
2018-10-11,3124.1139,22277.358429,18852.491026,268.28,116.781
2018-10-12,3170.7262,22762.074478000002,19126.402560000002,271.35,116.8235
2018-10-15,3126.4516,22456.028801800003,19022.813166,274.45,116.8311
2018-10-16,3100.9738,22457.458697399998,19421.886048,274.25,116.8565
2018-10-17,3118.2463,22452.1116228,19412.483862999998,273.74,116.8647
2018-10-18,3044.3918,22495.967653499996,19180.72345,273.65,116.9496
2018-10-19,3134.9455,22625.161982000005,19204.795086000002,274.2,116.9672
2018-10-22,3270.2732,23092.969918500003,19080.610768000002,274.7,116.9295
2018-10-23,3183.4257,22418.009613,19003.396322,276.32,116.9453
2018-10-24,3188.2018,22340.2478506,18421.912770000003,276.21,117.0074
2018-10-25,3194.3084,22127.345493399996,18779.090813000003,276.5,117.0633
2018-10-26,3173.635,21914.1564054,18480.554190000003,277.48,117.0804
2018-10-29,3076.8889,21955.429834799997,18324.200125,277.2,117.184
2018-10-30,3110.2605,21808.5943865,18664.129962,275.8,117.2272
2018-10-31,3153.8234,22174.7206099,18886.184404,273.8,117.2311
2018-11-01,3177.0338,22576.01616,19092.15779,274.85,117.2724
2018-11-02,3290.2455,23448.895382,18890.139526,274.34,117.2069
2018-11-05,3262.8351,22859.8680655,18887.767056,275.52,117.2173
2018-11-06,3243.1504,23033.9849472,19033.270875,274.86,117.2728
2018-11-07,3221.9101,23057.2945189,19434.131284999996,275.22,117.3552
2018-11-08,3212.7737,23167.9941848,19412.878329,273.86,117.3969
2018-11-09,3167.4442,22669.732102399998,19280.464229,273.48,117.4138
2018-11-12,3205.1407,22738.6813144,18940.686071999997,271.25,117.4451
2018-11-13,3237.3823,22922.897355099998,18954.267121999997,270.6,117.4893
2018-11-14,3204.9427,22733.1600559,18749.505516,270.13,117.6821
2018-11-15,3242.3715,23135.9123088,18945.40384,272.09,117.7678
2018-11-16,3257.6735,23193.370874,18983.420379,272.69,117.9164
2018-11-19,3294.6031,23318.91356,18631.959885,273.71,117.9574
2018-11-20,3218.4076,22855.5223266,18303.013919999998,274.42,117.9269
2018-11-21,3226.4918,23028.902449,18403.498857,274.38,117.9623
2018-11-22,3214.4273,23055.799201,18388.129263,274.65,117.931
2018-11-23,3143.4752,22954.2936576,18245.220336,274.61,117.9054
2018-11-26,3141.2434,23405.694608399997,18567.912285,275.0,117.9031
2018-11-27,3137.2413,23384.887036800003,18631.157471,274.19,117.8977
2018-11-28,3178.9326,23694.9137568,19069.3405,272.9,117.9381
2018-11-29,3137.6542,23439.844744799997,18987.186928,274.6,118.0182
2018-11-30,3172.69,23506.716035,19143.711069,274.65,118.0354
2018-12-03,3260.9502,24127.8659856,19373.817946999996,274.27,118.0743
2018-12-04,3267.7095,24043.1628712,18613.943634,274.06,118.2081
2018-12-05,3252.0041,23523.541328,18488.930856,274.28,118.3001
2018-12-06,3181.673,22963.209129600004,18493.947405,275.3,118.3632
2018-12-07,3181.5646,22918.385443199997,18079.780511999998,275.8,118.4101
2018-12-10,3144.7631,22635.054401,18119.289995999996,278.83,118.49
2018-12-11,3159.8158,22755.3537432,18192.727288000002,278.09,118.5212
2018-12-12,3170.6092,23136.2201521,18309.349848,277.45,118.5383
2018-12-13,3219.6924,23340.632269499998,18227.498526000003,278.26,118.3838
2018-12-14,3165.9109,22969.938897500004,17874.65625,277.48,118.3464
2018-12-17,3161.1966,23008.033081200003,17543.563352,276.8,118.2781
2018-12-18,3128.4265,22745.193817500003,17531.330063999998,278.59,118.2751
2018-12-19,3091.1255,22775.5105106,17265.182824000003,278.89,118.301
2018-12-20,3067.4169,22566.1304004,17009.406512,278.99,118.417
2018-12-21,3029.3951,22645.497274399997,16632.38715,280.96,118.4344
2018-12-24,3038.1981,22598.6092662,16224.00066,281.76,118.4203
2018-12-25,3017.2815,22568.8536654,16203.546090000002,283.4,118.4391
2018-12-26,3002.0327,22547.306506200002,16988.88065,284.21,118.4681
2018-12-27,2990.5057,22421.9239776,17146.545402,282.87,118.5564
2018-12-28,3010.6536,22346.78004,17060.130768,284.6,118.7587
2019-01-02,2969.5353,21967.6954525,17189.187446000004,285.8,118.9973
2019-01-03,2964.8421,21956.6300036,16800.113858999997,287.31,119.117
2019-01-04,3035.8741,22449.4273212,17365.563684,287.49,119.183
2019-01-07,3054.303,22596.678290999997,17469.710972999997,286.18,119.2315
2019-01-08,3047.7035,22584.8690235,17609.479281999997,284.75,119.4208
2019-01-09,3078.4759,23133.0955208,17713.696896,283.88,119.4492
2019-01-10,3072.6864,23062.770313700003,17698.698239999998,283.84,119.4648
2019-01-11,3094.7782,23102.9226918,17630.942034000003,283.2,119.4801
2019-01-14,3067.7845,22660.744994400004,17448.11316,283.5,119.4282
2019-01-15,3127.9904,23105.1725364,17630.488260000002,282.32,119.4092
2019-01-16,3128.6517,23191.224326,17688.76015,282.97,119.562
2019-01-17,3111.4168,23059.0721592,17816.980832,283.1,119.6098
2019-01-18,3168.1739,23370.6999708,18071.359215,283.28,119.5621
2019-01-21,3185.6364,23498.8984216,18100.469954,282.18,119.5238
2019-01-22,3143.3171,23355.933487000002,17865.27966,282.82,119.49
2019-01-23,3141.0532,23394.772922,17934.980030000002,282.34,119.4746
2019-01-24,3158.7817,23440.1205944,17915.525866,282.6,119.4149
2019-01-25,3184.4696,23871.6102372,18104.645916,282.39,119.3276
2019-01-28,3183.7777,23714.806752,17838.58472,284.45,119.3082
2019-01-29,3193.9698,23635.1213296,17781.984,285.92,119.365
2019-01-30,3168.4829,23733.321724499998,18054.995015,286.72,119.431
2019-01-31,3201.6331,23878.7965879,18124.230249999997,286.7,119.4821
2019-02-01,3247.3971,23884.1343888,18155.673893,287.42,119.5046
2019-02-11,3306.4725,24209.331168,18289.795100000003,287.43,119.6136
2019-02-12,3330.3353,24327.0703082,18599.662845,287.8,119.6453
2019-02-13,3397.0276,24574.0418088,18631.130525,287.07,119.6593
2019-02-14,3402.1403,24542.54556,18600.673312000003,286.5,119.6514
2019-02-15,3338.7047,24042.9908532,18769.439879999998,288.41,119.6656
2019-02-18,3445.7448,24438.240791099997,18779.43204,289.98,119.608
2019-02-19,3439.6078,24330.389809599998,18802.852592,290.67,119.5994
2019-02-20,3451.9273,24543.183396999997,18812.87626,292.33,119.623
2019-02-21,3442.7056,24520.953881599995,18652.74336,290.71,119.6061
2019-02-22,3520.1182,24658.684236,18753.058317,288.91,119.5773
2019-02-25,3729.4831,24770.916441,18770.566041000002,288.33,119.4522
2019-02-26,3684.6935,24543.142621200004,18705.71928,288.0,119.3209
2019-02-27,3678.3921,24494.7246688,18669.014966000002,287.89,119.3481
2019-02-28,3669.3703,24404.345645799996,18628.516549,286.02,119.3233
2019-03-01,3749.7143,24575.9166449,18772.667133000003,284.49,119.2617
2019-03-04,3794.104,24739.0193534,18725.511769,280.71,119.2291
2019-03-05,3816.0132,24719.884063999998,18690.09707,279.5,119.1892
2019-03-06,3848.0903,24804.208296,18583.403684999997,281.25,119.1728
2019-03-07,3808.8497,24604.702983000003,18448.06923,280.0,119.2601
2019-03-08,3657.579,24178.2062984,18443.031145,282.54,119.3177
2019-03-11,3729.9546,24401.390096999996,18704.33266,283.5,119.3185
2019-03-12,3755.3519,24731.9711892,18738.915456,282.8,119.2926
2019-03-13,3724.1941,24629.793601,18865.208488,284.86,119.2818
2019-03-14,3698.4858,24629.2775874,18819.343632000004,284.14,119.2387
2019-03-15,3745.005,24824.6303916,18957.751416,284.29,119.2449
2019-03-18,3851.7479,25134.9985767,19005.627872,284.28,119.214
2019-03-19,3833.9626,25173.9269924,18995.780934000002,285.2,119.2049
2019-03-20,3835.4397,25063.858365699998,18950.865723,284.59,119.1816
2019-03-21,3836.8913,24759.956936399998,19084.8728,286.5,119.2051
2019-03-22,3833.8013,24838.9364848,18749.073024,286.5,119.2425
2019-03-25,3742.8252,24391.7427525,18776.435928000003,287.21,119.2999
2019-03-26,3700.4388,24401.5688529,18895.519532,287.65,119.3293
2019-03-27,3743.3878,24574.719615,18835.534717,287.1,119.3149
2019-03-28,3728.3953,24657.189696899997,18937.494072,286.49,119.3472
2019-03-29,3872.3412,24919.9660944,19085.4324,281.0,119.3635
2019-04-01,3973.928,25305.08912,19265.509767,282.0,119.2237
2019-04-02,3971.2852,25347.460145399997,19256.670564,281.51,119.1371
2019-04-03,4022.1566,25669.8491595,19307.523960000002,282.05,118.9469
2019-04-04,4062.2309,25573.999449599996,19307.749645,282.71,118.8674
2019-04-08,4057.2286,25749.9504295,19459.863976999997,283.62,118.8553
2019-04-09,4075.4301,25810.8909663,19324.810439999997,283.8,118.7315
2019-04-10,4085.847,25787.162489600003,19382.77731,285.1,118.6934
2019-04-11,3997.5778,25540.182044,19377.161216,285.15,118.7242
2019-04-12,3988.6168,25628.7760512,19543.61002,282.8,118.6551
2019-04-15,3975.5244,25508.138782399998,19499.928496,281.45,118.4185
2019-04-16,4085.7891,25792.976512199995,19505.500482000003,281.38,118.3137
2019-04-17,4087.2398,25772.8687272,19464.91995,279.7,118.28
2019-04-18,4072.0753,25552.3684954,19437.846233000004,278.7,118.3443
2019-04-19,4120.6078,25606.0027308,19476.192629,279.61,118.3181
2019-04-22,4025.6109,25600.9089766,19493.576895,280.12,118.2292
2019-04-23,4019.0053,25620.6676268,19679.712176,279.16,118.1811
2019-04-24,4030.0887,25545.682718099997,19672.583625,278.5,118.0962
2019-04-25,3941.816,25366.434814,19695.172419000002,280.1,118.1285
2019-04-26,3889.2748,25401.9867303,19787.450316000002,281.0,118.1618
2019-04-29,3900.3339,25651.917045300004,19809.53493,280.49,118.1283
2019-04-30,3913.211,25477.0845224,19821.311738,280.88,118.1908
2019-05-06,3684.6168,25076.0462736,19748.425968,282.06,118.3781
2019-05-07,3720.6684,25303.8761152,19500.21567,281.75,118.3938
2019-05-08,3667.4574,24979.006,19463.727432000003,282.65,118.469
2019-05-09,3599.7001,24410.9369968,19424.72688,283.5,118.5823
2019-05-10,3730.4513,24705.950184,19568.16368,283.32,118.5981
2019-05-13,3668.7255,24719.9398016,19107.781398,285.05,118.7017
2019-05-14,3645.1503,24494.560640199998,19377.443965,288.7,118.6805
2019-05-15,3727.0923,24723.813765999996,19571.555304,287.59,118.7026
2019-05-16,3743.9635,24742.9482556,19756.866816,288.71,118.7578
2019-05-17,3648.7609,24515.7525704,19690.437627000003,288.0,118.7468
2019-05-20,3617.7924,24422.808305100003,19594.178723999998,287.19,118.7494
2019-05-21,3666.7762,24309.054525600004,19761.21964,286.6,118.707
2019-05-22,3649.3796,24352.413022399996,19705.977983999997,286.37,118.6489
2019-05-23,3583.9646,23967.534598700004,19471.762656000003,286.61,118.6744
2019-05-24,3593.9139,24046.5663237,19497.835757999997,288.54,118.6779
2019-05-27,3637.1971,23964.1277571,19478.335944000002,288.37,118.572
2019-05-28,3672.2605,24070.7699199,19328.924547,288.5,118.6147
2019-05-29,3663.909,23937.7378761,19199.498376,288.69,118.7139
2019-05-30,3641.1833,23832.623776,19240.34514,287.1,118.7426
2019-05-31,3629.7893,23649.5552517,18987.012351999998,290.8,118.7459
2019-06-03,3632.0127,23633.5173522,18908.16272,294.51,118.8245
2019-06-04,3598.4666,23493.4031776,19292.664794,297.59,118.9059
2019-06-05,3597.105,23634.0989456,19473.021345,298.97,118.9308
2019-06-06,3564.6778,23710.3010512,19604.441805000002,299.32,118.9615
2019-06-10,3610.7435,24237.487764,19896.786525,298.77,118.9276
2019-06-11,3719.2759,24425.7182864,19891.267959999997,297.0,118.8434
2019-06-12,3691.0957,24038.8180842,19851.313088000003,299.61,118.8499
2019-06-13,3685.3933,24063.5622302,19933.231176,300.41,118.8711
2019-06-14,3654.8799,23868.215752499997,19901.974026,305.04,118.9066
2019-06-17,3654.8248,23972.4252936,19921.384980000003,301.35,118.9335
2019-06-18,3667.6185,24198.367624600003,20115.55205,303.6,118.9448
2019-06-19,3715.9381,24808.5764938,20161.260877999997,302.21,118.9224
2019-06-20,3828.5183,25124.3784,20326.23549,308.58,118.9633
2019-06-21,3833.9383,24967.1726135,20202.389712,311.0,118.9842
2019-06-24,3841.2659,25001.05379,20176.531105,313.26,118.9706
2019-06-25,3801.3098,24754.9006546,20007.39204,319.91,119.0001
2019-06-26,3794.331,24830.5446634,20017.959978000003,314.44,119.0093
2019-06-27,3834.8172,25206.598379799998,20117.014776,313.89,119.02
2019-06-28,3825.5873,25107.801109199994,20223.717472000004,314.43,119.0798
2019-07-01,3935.8116,25117.5056,20369.690028,307.6,119.1295
2019-07-02,3937.1691,25321.5560752,20368.983413,309.77,119.2918
2019-07-03,3893.5341,25402.3339476,20563.30848,318.0,119.3788
2019-07-04,3873.1019,25384.0471704,20582.781310000002,315.01,119.414
2019-07-05,3893.2025,25383.4285362,20543.219577,315.71,119.3853
2019-07-08,3802.7897,25026.798361499998,20498.641194999997,314.07,119.346
2019-07-09,3793.1297,24810.648960399998,20515.646439,311.49,119.3521
2019-07-10,3786.739,24864.6906102,20609.082791999997,311.14,119.3384
2019-07-11,3785.221,24972.787212,20602.481907,316.5,119.3563
2019-07-12,3808.7311,24992.103319799997,20693.147574,314.6,119.3744
