,000300.SH,HSI.HI,SPX.GI,AU9999.SGE,中债综合全价总值指数
2019-07-15,3824.1878,25050.0540288,20701.30811,315.0,119.3407
2019-07-16,3806.8449,25123.4472208,20640.758840000002,315.38,119.3392
2019-07-17,3804.6384,25182.004818999998,20540.867534,313.75,119.3227
2019-07-18,3768.4019,25053.091598400002,20594.675871,316.55,119.3425
2019-07-19,3807.9551,25268.677976,20429.962735,320.45,119.3431
2019-07-22,3781.6832,25003.8751506,20524.767777000005,318.45,119.377
2019-07-23,3789.9135,25082.1001928,20683.043445999996,316.45,119.4046
2019-07-24,3819.8325,25146.223183200003,20792.69016,317.55,119.387
2019-07-25,3851.0665,25151.832223,20646.326479000003,317.67,119.3946
2019-07-26,3858.5688,24997.110635000005,20816.706456,316.84,119.4
2019-07-29,3854.2704,24742.072722999997,20790.617637,317.13,119.3808
2019-07-30,3870.3176,24783.274715,20749.360115999996,318.47,119.3834
2019-07-31,3835.3589,24439.97556,20517.233958,319.94,119.4388
2019-08-01,3803.4694,24276.009362,20361.251927999998,315.21,119.4445
2019-08-02,3747.4379,23747.3020902,20229.97218,322.67,119.5904
2019-08-05,3675.6884,23129.011947599996,19692.712649999998,331.99,119.7146
2019-08-06,3636.3289,23076.5123288,20081.037891,333.07,119.7357
2019-08-07,3621.431,23217.4275524,20186.706408000002,340.3,119.7775
2019-08-08,3669.2936,23331.8553871,20578.088551,343.33,119.798
2019-08-09,3633.5296,23198.294169,20470.24364,343.4,119.8562
2019-08-12,3699.1047,23123.1960408,20247.097125,341.16,119.8515
2019-08-13,3665.7515,22661.398881,20579.638032,350.0,119.9352
2019-08-14,3682.4015,22674.891244799997,19972.82672,341.65,119.9485
2019-08-15,3694.0006,22858.4645722,20009.515679999997,344.6,119.9893
2019-08-16,3710.5386,23078.7058382,20310.886816,345.7,119.9645
2019-08-19,3791.0946,23586.935500800002,20572.263225000002,344.28,119.9913
2019-08-20,3787.7324,23558.8083894,20435.253154,343.13,119.9734
2019-08-21,3781.7579,23592.8602236,20597.637819,342.5,119.9092
2019-08-22,3793.5061,23414.6734336,20603.874549999997,343.8,119.8908
2019-08-23,3820.8638,23572.915905200003,20092.624692,343.0,119.8437
2019-08-26,3765.9105,23107.931343900003,20312.72766,355.09,119.8638
2019-08-27,3816.9459,23164.1329413,20316.521960000002,355.72,119.8439
2019-08-28,3802.5844,23125.911498800004,20456.72299,357.2,119.8338
2019-08-29,3790.1867,23219.770795,20722.988964,358.9,119.852
2019-08-30,3799.5863,23237.663103599996,20742.455834,354.09,119.7953
2019-09-02,3848.3198,23167.426261999997,20743.626418,352.99,119.7605
2019-09-03,3853.6106,23070.7944375,20600.804268,355.2,119.753
2019-09-04,3886.0012,23963.4730727,20822.397084,356.89,119.7923
2019-09-05,3925.323,23965.001169299998,21085.5552,358.03,119.9112
2019-09-06,3948.5075,24129.2477628,21105.649705,348.74,119.929
2019-09-09,3972.9484,24108.245784,21102.474392999997,348.2,119.9207
2019-09-10,3959.265,24116.176310400002,21107.786394,343.38,119.8876
2019-09-11,3930.0999,24536.852757,21259.488398999998,344.09,119.8661
2019-09-12,3972.3799,24491.280664500002,21321.599622,344.8,119.8059
2019-09-16,3957.7154,24489.128722,21182.685972000003,344.4,119.7985
2019-09-17,3891.2208,24239.2733472,21259.316099999996,343.7,119.7788
2019-09-18,3910.0837,24178.5008676,21265.999944,344.84,119.7114
2019-09-19,3924.3823,23909.402535,21267.627028000003,343.52,119.7138
2019-09-20,3935.6511,23876.697143999994,21162.91111,345.14,119.7102
2019-09-23,3890.6616,23667.813792,21162.056652000003,348.69,119.7049
2019-09-24,3901.0758,23719.916549999998,20982.46514,349.87,119.6792
2019-09-25,3870.9837,23406.0785955,21110.194588,352.15,119.6669
2019-09-26,3841.1388,23502.0605671,21060.408497999997,347.2,119.615
2019-09-27,3852.6534,23414.353197200002,20949.036848999996,345.25,119.6045
2019-09-30,3814.5282,23535.4884627,21054.184346,344.49,119.6238
2019-10-08,3837.6791,23350.927054,20461.456155999997,344.0,119.77
2019-10-09,3843.2392,23157.9329489,20648.33232,348.39,119.8
2019-10-10,3874.6391,23178.269688,20781.39349,346.41,119.7792
2019-10-11,3911.7253,23726.7927828,21007.828629,344.56,119.7243
2019-10-14,3953.2411,23914.221708,20978.095875,339.84,119.6957
2019-10-15,3936.2498,23888.7872269,21181.854144,341.11,119.6791
2019-10-16,3922.6854,24043.9812044,21150.860874,340.14,119.6822
2019-10-17,3925.2216,24230.225255200003,21222.188254999997,341.47,119.6861
2019-10-18,3869.3777,24083.9606288,21109.447799999998,340.36,119.6365
2019-10-21,3880.8398,24089.458924799997,21251.496959999997,340.77,119.5428
2019-10-22,3895.8809,24137.312682000003,21172.062132,340.16,119.5072
2019-10-23,3871.0848,23968.2381387,21257.579904,340.58,119.4982
2019-10-24,3870.6678,24178.9863465,21290.878083,339.94,119.4705
2019-10-25,3896.7923,24073.7196486,21384.238995000003,343.8,119.4414
2019-10-28,3926.585,24276.6227902,21507.543804,343.64,119.3055
2019-10-29,3910.226,24127.1025996,21445.606112999998,340.68,119.2655
2019-10-30,3891.2255,24010.272698499997,21504.712014,339.8,119.1552
2019-10-31,3886.7519,24216.317067200005,21424.821948,340.3,119.2026
2019-11-01,3952.3872,24358.163087999998,21602.393967,343.27,119.2406
2019-11-04,3978.1216,24731.690467,21665.479914000003,342.52,119.1864
2019-11-05,4002.8128,24857.478528000003,21640.71287,340.99,119.2913
2019-11-06,3984.8816,24773.8568672,21562.074239999998,336.05,119.3213
2019-11-07,3991.8749,24915.1951533,21598.728144,335.84,119.3179
2019-11-08,3973.0107,24720.6721828,21634.54806,331.4,119.3296
2019-11-11,3902.9783,24052.6793185,21588.387033000003,330.93,119.3952
2019-11-12,3903.6888,24196.36032,21639.169792,327.82,119.4116
2019-11-13,3899.9815,23768.436684599998,21666.324504,330.9,119.4497
2019-11-14,3905.857,23561.5452083,21702.112029,331.98,119.446
2019-11-15,3877.0892,23564.4668328,21871.616186,331.12,119.4985
2019-11-18,3907.9291,23868.3694922,21865.761511,330.79,119.6196
2019-11-19,3947.0392,24238.384418,21850.620539999996,332.45,119.7152
2019-11-20,3907.8641,24086.3681575,21795.899827999998,333.6,119.7286
2019-11-21,3889.598,23745.555398400003,21792.126817999997,333.43,119.7674
2019-11-22,3849.9948,23899.4026912,21867.204874,333.9,119.7722
2019-11-25,3878.2061,24276.190524,22059.885508,330.89,119.699
2019-11-26,3891.6533,24190.5004352,22091.673888,330.89,119.7242
2019-11-27,3875.6186,24218.70808,22185.471687,331.5,119.722
2019-11-28,3862.3029,24140.6188599,22160.873373000002,330.6,119.7466
2019-11-29,3828.6706,23659.674949800003,22080.461204,331.69,119.772
2019-12-02,3836.0589,23737.0451192,21878.673394,331.31,119.7308
2019-12-03,3851.0873,23669.565230999997,21721.37836,333.0,119.7628
2019-12-04,3849.819,23429.459563200002,21908.227432000003,339.22,119.8105
2019-12-05,3879.3638,23614.7366096,21984.428103,336.49,119.8203
2019-12-06,3902.3853,23821.2396789,22141.858353,334.6,119.8265
2019-12-09,3895.4468,23821.9416376,22078.72638,332.31,119.8233
2019-12-10,3900.3843,23773.130535,22052.9408,333.43,119.8391
2019-12-11,3902.7492,23963.8339248,22112.362755000002,332.68,119.8832
2019-12-12,3891.0242,24284.468226800003,22260.154821,334.69,119.9135
2019-12-13,3968.2211,24882.436156799995,22231.03328,331.75,119.908
2019-12-16,3987.5464,24665.9541412,22313.022674999997,334.16,119.9268
2019-12-17,4041.7996,25006.157513899998,22338.381692000003,333.71,119.8789
2019-12-18,4032.7826,25056.1934218,22328.087466,334.25,119.8654
2019-12-19,4027.1495,24993.7525296,22445.603425,333.52,119.8909
2019-12-20,4017.2527,25025.4064515,22554.98244,334.89,119.9907
2019-12-23,3967.0962,25091.7694874,22605.790917,336.08,120.0859
2019-12-24,3992.9581,25096.4580207,22602.018222000002,336.96,120.1519
2019-12-25,3990.8671,25068.0365265,22585.256645999998,338.59,120.1979
2019-12-26,4025.9879,24968.5612968,22614.895791,339.84,120.2916
2019-12-27,4022.0278,25322.153298799996,22640.935758,340.47,120.3002
2019-12-30,4081.6334,25374.17344,22486.214845,340.43,120.3166
2019-12-31,4096.5821,25251.814255,22538.567436,340.8,120.3568
2020-01-02,4152.2408,25497.0701104,22679.19699,341.91,120.3399
2020-01-03,4144.9649,25451.57384,22540.758285,347.3,120.3506
2020-01-06,4129.2954,25289.537192400003,22632.414903999997,354.55,120.4014
2020-01-07,4160.2274,25387.6113634,22559.907419999996,351.35,120.4226
2020-01-08,4112.3172,25092.624211199996,22592.43225,356.61,120.4609
2020-01-09,4164.3697,25521.82399,22758.18259,345.84,120.4884
2020-01-10,4163.1849,25576.203656000005,22645.528785,346.79,120.5788
2020-01-13,4203.9883,25823.7527884,22774.574819,345.7,120.5998
2020-01-14,4189.8862,25618.230666,22638.63251,342.96,120.5494
2020-01-15,4166.7344,25465.7780936,22645.117005,344.97,120.5321
2020-01-16,4149.0434,25578.531393600002,22821.974567,345.45,120.5327
2020-01-17,4154.853,25749.218275599997,22933.756636,344.75,120.5651
2020-01-20,4185.8304,25452.704849,22862.502768,345.2,120.6337
2020-01-21,4114.3085,24705.729177300003,22782.611874,348.2,120.7276
2020-01-22,4131.9311,25117.2467,22871.245275,345.86,120.7557
2020-01-23,4003.9013,24725.5266816,22904.989304,347.88,120.8756
2020-02-03,3688.3578,23500.6740774,22498.446108,356.11,121.5677
2020-02-04,3785.6376,23962.2325546,23010.253261,354.06,121.5312
2020-02-05,3828.5272,24078.600586000004,23283.805987000003,351.7,121.5262
2020-02-06,3899.7751,24781.996369,23415.44133,349.39,121.5485
2020-02-07,3899.8693,24625.2029793,23216.767128,351.81,121.6734
2020-02-10,3916.0052,24507.1267042,23418.706367000003,353.0,121.7643
2020-02-11,3952.4643,24829.353743199998,23469.665175,352.43,121.7156
2020-02-12,3984.4325,24979.8037114,23560.849509999996,350.89,121.7243
2020-02-13,3959.9188,24905.9768,23545.04029,353.46,121.759
2020-02-14,3987.7342,25014.012767999997,23608.051487999997,353.79,121.7513
2020-02-17,4077.4241,25120.861812,23591.82672,355.29,121.7011
2020-02-18,4057.5108,24747.172082000005,23533.386953999998,357.23,121.7299
2020-02-19,4051.3107,24922.0331815,23707.11338,361.11,121.7421
2020-02-20,4144.6561,24873.3683356,23621.380398,362.29,121.7078
2020-02-21,4149.4903,24635.5505891,23434.34275,369.78,121.7583
2020-02-24,4132.8388,24174.4637704,22660.586894,376.9,121.8112
2020-02-25,4123.8543,24239.1371313,21970.044472,369.53,121.8147
2020-02-26,4073.0152,24025.2392106,21853.996514,371.76,121.8388
2020-02-27,4084.8759,24126.733261399997,20915.36334,371.3,121.91
2020-02-28,3940.0488,23481.9228938,20699.037851999998,365.36,122.0137
2020-03-02,4069.6662,23544.9881904,21573.204653,359.04,122.0159
2020-03-03,4091.3615,23481.0182506,20878.226892,358.64,121.9946
2020-03-04,4115.0524,23461.6726911,21758.716168,365.0,122.1193
2020-03-05,4206.7251,23902.101837799997,20987.050782,366.49,122.1268
2020-03-06,4138.5072,23326.7516405,20609.521869,372.4,122.2621
2020-03-09,3997.1325,22328.327777399998,19022.67456,373.46,122.6606
2020-03-10,4082.7315,22668.655452299998,19999.505747,367.01,122.493
2020-03-11,4028.4289,22606.0086634,19083.294456,370.0,122.4703
2020-03-12,3950.9111,21784.0868991,17275.425023999996,366.49,122.4377
2020-03-13,3895.3128,21635.1465693,18986.086366,356.02,122.3034
2020-03-16,3727.8398,20807.0303112,16707.205034,345.0,122.2885
2020-03-17,3709.6822,20985.9781957,17728.104386000003,331.07,122.1638
2020-03-18,3636.2565,20193.936819799997,16865.35768,338.39,122.1565
2020-03-19,3589.0926,19714.7122269,16991.500158,336.15,122.1192
2020-03-20,3653.2239,20878.725737099998,16376.917584,340.0,122.1516
2020-03-23,3530.3058,19837.205581600003,15872.1156,339.2,122.2386
2020-03-24,3625.1146,20749.7849044,17375.798267,356.71,122.3116
2020-03-25,3722.5181,21466.913971699996,17512.606551999997,362.98,122.3489
2020-03-26,3698.0472,21289.6278078,18592.490844,362.0,122.472
2020-03-27,3710.0605,21332.8851092,17898.810769,365.45,122.4824
2020-03-30,3674.1108,21056.441443800002,18503.961255000002,363.99,122.4872
2020-03-31,3686.1551,21566.499676,18312.078609,364.27,122.5831
2020-04-01,3675.0758,21072.0165383,17483.975550000003,360.0,122.7287
2020-04-02,3734.5306,21320.1117486,17939.726550000003,360.53,122.7279
2020-04-03,3713.2183,21313.321897499998,17695.29696,362.5,122.725
2020-04-07,3798.0214,22192.002882900004,18865.588599,371.0,123.2703
2020-04-08,3780.3445,21791.9427744,19382.684034,370.12,123.5301
2020-04-09,3792.8105,22111.1132703,19678.274352,370.3,123.5671
2020-04-10,3769.1782,22051.091455200003,19627.499627999998,372.1,123.4897
2020-04-13,3753.2566,22034.810234100005,19414.2589,371.95,123.414
2020-04-14,3825.6991,22191.008510000003,20037.970036,377.0,123.4566
2020-04-15,3797.3623,21928.5563346,19595.411072,374.01,123.5124
2020-04-16,3802.3806,21900.364141500002,19796.73787,378.3,123.588
2020-04-17,3839.4871,22243.093,20328.313407999998,369.92,123.5602
2020-04-20,3853.4551,22179.0029318,19947.601612000002,370.29,123.4909
2020-04-21,3808.0474,21720.8938595,19361.709312,374.64,123.5399
2020-04-22,3839.3834,21859.0793296,19847.947693,373.5,123.6166
2020-04-23,3829.7525,21928.937552399995,19832.764860000003,378.8,123.7468
2020-04-24,3796.9721,21768.7283885,20084.970221999996,381.14,123.7909
2020-04-27,3822.769,22149.557714999995,20351.717144,380.45,123.7423
2020-04-28,3849.1465,22419.9110292,20247.03069,377.04,123.7603
2020-04-29,3867.032,22480.3756698,20783.511504,378.1,123.8494
2020-04-30,3912.5772,22439.4673104,20553.309752999998,380.94,123.7952
2020-05-06,3936.2539,22008.0715144,20135.48098,380.3,123.7259
2020-05-07,3924.8946,21942.9958689,20436.568789,379.88,123.529
2020-05-08,3963.6217,22128.929657599998,20739.468240000002,383.5,123.4602
2020-05-11,3960.1803,22462.1728212,20737.581608,381.26,123.1579
2020-05-12,3960.2378,22184.5547432,20354.604028,380.99,123.1357
2020-05-13,3968.2529,22111.433532,19986.75,381.1,123.0876
2020-05-14,3925.2177,21812.075914200002,20237.917,383.49,123.0865
2020-05-15,3912.8159,21776.350872900002,20313.94232,388.81,123.1405
2020-05-18,3922.9117,21931.9084464,20981.62273,398.21,122.9885
2020-05-19,3956.2495,22311.4807305,20727.152127999998,392.39,122.9232
2020-05-20,3935.222,22337.9102255,21085.355916,396.73,122.9
2020-05-21,3913.7949,22201.416631699998,20895.500668,391.99,122.8775
2020-05-22,3824.064,20976.492072,20965.666755,392.0,123.0292
2020-05-25,3829.3245,21072.222021600002,21045.463905,391.33,122.8267
2020-05-26,3872.7701,21504.0656428,21329.225861,393.16,122.588
2020-05-27,3845.6135,21367.580133599997,21584.455395999998,390.0,122.4123
2020-05-28,3856.6324,21268.4908716,21595.006521,392.41,122.4425
2020-05-29,3867.0232,21122.0266383,21710.801196,391.93,122.4602
2020-06-01,3971.3402,21833.4437496,21791.938495,395.99,122.4021
2020-06-02,3983.5677,22033.3120674,21925.271694,394.8,122.0323
2020-06-03,3983.6477,22307.080052399997,22195.486238,391.2,121.7427
2020-06-04,3982.1851,22325.866038,22101.41982,387.86,121.5451
2020-06-05,4001.2509,22681.2736206,22665.724244999998,387.84,121.3562
2020-06-08,4021.9549,22660.5860743,22911.826798000002,384.22,121.35
2020-06-09,4047.0293,22861.7063836,22678.290498,384.61,121.3759
2020-06-10,4039.7051,22852.6181817,22555.246841999997,388.89,121.3786
2020-06-11,3995.8846,22301.41665,21197.22768,391.9,121.4872
2020-06-12,4003.0829,22218.751734000005,21552.243315,391.13,121.5979
2020-06-15,3954.9883,21752.104938,21742.736418,388.53,121.5859
2020-06-16,4014.5702,22224.4500837,22109.097869999998,389.59,121.3373
2020-06-17,4017.5941,22387.5150027,22066.237676999997,390.5,121.2131
2020-06-18,4044.3842,22381.750358999998,22088.695202000003,389.89,121.2726
2020-06-19,4098.7095,22548.1735944,21967.003662,390.67,121.1982
2020-06-22,4102.0459,22411.943729,22094.71489,393.82,121.035
2020-06-23,4121.7944,22711.757979,22129.139559,394.5,120.9556
2020-06-24,4138.9895,22560.406984600002,21521.603314999997,397.0,121.1343
2020-06-29,4109.7164,22201.8924208,21619.381792,397.15,121.2278
2020-06-30,4163.9637,22312.772433599996,21948.503055,397.76,121.3123
2020-07-01,4247.7835,22285.4139808,22032.24606,400.82,121.3231
2020-07-02,4335.8445,22874.5700274,22087.228566,396.04,121.347
2020-07-03,4419.5955,23125.569030399998,22109.764638,397.55,121.2661
2020-07-06,4670.0949,24014.9925216,22468.855435999998,396.97,120.7999
2020-07-07,4698.1264,23565.6382652,22114.744920000005,397.46,120.6397
2020-07-08,4774.0042,23669.901578399997,22255.197758000002,399.39,120.4735
2020-07-09,4840.7712,23702.3718912,22091.142425000002,401.99,120.2216
2020-07-10,4753.1333,23218.4729768,22277.125271999997,399.79,120.2728
2020-07-13,4852.9612,23261.1423484,22075.49673,401.18,120.0771
2020-07-14,4806.6902,23007.2990067,22381.360992,400.33,120.1054
2020-07-15,4744.4687,23005.789687200006,22580.112192,400.39,120.1846
2020-07-16,4516.2532,22518.0688282,22481.014541,399.79,120.2866
2020-07-17,4544.7007,22664.8035029,22586.976339,397.44,120.3112
2020-07-20,4680.3046,22598.548281500003,22739.466752,398.69,120.3604
2020-07-21,4691.0425,23103.625861800003,22756.149260000002,401.66,120.5638
2020-07-22,4714.4454,22539.61703,22839.756235999997,410.44,120.6609
2020-07-23,4712.4357,22786.97337,22624.058286,412.65,120.6556
2020-07-24,4505.5906,22290.383992500003,22489.473094,417.95,120.8059
2020-07-27,4528.45,22227.569214399995,22685.264289,426.85,120.8
2020-07-28,4568.2576,22339.3317852,22495.28638,425.2,120.6729
2020-07-29,4679.008,22464.0011292,22798.978836000002,427.07,120.5961
2020-07-30,4656.1506,22287.9637564,22691.727044,422.0,120.5805
2020-07-31,4695.0462,22166.5591875,22848.118975999998,428.97,120.502
2020-08-03,4771.3108,22084.2239022,23055.68078,427.68,120.5063
2020-08-04,4775.8024,22468.1823095,23080.431753,428.09,120.4993
2020-08-05,4777.1089,22592.537025400004,23211.861304000002,439.59,120.4827
2020-08-06,4762.7642,22336.553151000004,23255.897208,442.99,120.4257
2020-08-07,4707.9262,21969.7829234,23260.564224,445.99,120.3713
2020-08-10,4724.8697,21906.7774695,23405.337503,441.9,120.4323
2020-08-11,4681.7837,22388.6688464,23239.486359,433.0,120.4294
2020-08-12,4647.6446,22669.129960000002,23526.221895000002,407.0,120.3997
2020-08-13,4635.7126,22599.868039099998,23421.387146999998,412.5,120.4079
2020-08-14,4704.6288,22551.637285099998,23409.265424999998,416.54,120.4438
2020-08-17,4815.2261,22683.334565999998,23458.159037999998,420.7,120.4754
2020-08-18,4812.7564,22690.6140624,23499.64985,430.0,120.4166
2020-08-19,4740.6784,22471.4218077,23343.16248,423.88,120.3269
2020-08-20,4679.1544,22159.7839515,23452.781974,415.6,120.2328
2020-08-21,4718.8431,22393.257712799998,23476.753612,414.99,120.2318
2020-08-24,4755.8491,22812.1951082,23742.398832000003,415.71,120.1348
2020-08-25,4761.9507,22750.529145200002,23823.996246,413.0,119.9813
2020-08-26,4706.1302,22720.832427,24030.718967,412.58,119.9409
2020-08-27,4731.3451,22476.2064075,24009.594865,417.6,119.8631
2020-08-28,4844.2652,22597.923354600003,24167.031691,418.18,119.804
2020-08-31,4816.2153,22286.72466,24013.876754999998,419.0,119.8824
2020-09-01,4842.1223,22259.1259755,24156.84717,423.98,119.8365
2020-09-02,4843.887,22162.7018043,24484.351584,418.3,119.7197
2020-09-03,4817.0952,22044.449475999998,23604.624414,414.5,119.673
2020-09-04,4770.219,21782.1277635,23426.355864,414.8,119.6266
2020-09-07,4669.3677,21696.923574,23435.608656,413.22,119.545
2020-09-08,4694.3894,21720.3915838,22777.790976,414.5,119.563
2020-09-09,4584.5887,21602.150161200003,23256.704008,414.78,119.6914
2020-09-10,4581.9775,21435.5462702,22817.019189,417.43,119.7108
2020-09-11,4627.2826,21621.720744000002,22848.559733,416.29,119.6162
2020-09-14,4651.0507,21733.4661684,23130.217794,415.5,119.5672
2020-09-15,4688.4826,21771.7539728,23203.66664,417.03,119.6095
2020-09-16,4657.3584,21638.882350800002,22962.085925,416.46,119.6262
2020-09-17,4632.7142,21254.917037,22718.565175000003,413.7,119.6024
2020-09-18,4737.0887,21328.296723299998,22436.629677,415.48,119.6014
2020-09-21,4691.4281,20889.552311099997,22178.32507,415.27,119.6359
2020-09-22,4635.7608,20770.268556,22503.436704000003,405.58,119.6827
2020-09-23,4652.3273,20827.404622199996,22006.524312,400.67,119.6723
2020-09-24,4563.0657,20461.524803199998,22085.902452,395.29,119.6909
2020-09-25,4570.0216,20423.0047632,22469.439366,400.0,119.5944
2020-09-28,4581.9085,20674.183432499998,22875.34032,399.21,119.5929
2020-09-29,4591.7993,20473.6216986,22738.232537,403.8,119.5713
2020-09-30,4587.3953,20613.936415999997,22902.3663,402.97,119.5184
2020-10-09,4681.1412,21098.932541399998,23573.550548000003,404.49,119.4819
2020-10-12,4823.1578,21350.0738352,23723.805172,408.79,119.4737
2020-10-13,4839.201,21404.0566344,23633.884128,406.63,119.4674
2020-10-14,4807.1021,21475.415224900004,23539.103091,402.85,119.4459
2020-10-15,4798.7361,21001.985163600002,23468.654916,402.3,119.4315
2020-10-16,4791.676,21186.999284100002,23457.189492,404.0,119.424
2020-10-19,4755.4879,21220.219686399996,22963.790920000003,404.4,119.4767
2020-10-20,4793.4672,21218.5004394,23044.80216,401.0,119.5104
2020-10-21,4792.8284,21330.636169799996,22943.013236,404.1,119.5812
2020-10-22,4777.9845,21285.832721400002,22985.048044,404.01,119.658
2020-10-23,4718.4881,21447.0955704,23115.190917,402.74,119.6443
2020-10-26,4691.2359,21454.0728288,22692.972325,400.9,119.631
2020-10-27,4699.2792,21425.3034203,22713.826252,404.02,119.681
2020-10-28,4737.2718,21423.270864000002,21979.686085,404.6,119.6653
2020-10-29,4772.9198,21335.759748,22263.79986,399.47,119.683
2020-10-30,4695.3338,20906.436772399997,21984.595072,397.21,119.6957
2020-11-02,4720.8313,21153.016648,22195.1592,399.9,119.7438
2020-11-03,4777.5608,21542.4399794,22558.884612,401.56,119.7988
2020-11-04,4813.6564,21432.6903522,22992.193224000002,402.66,119.8371
2020-11-05,4885.1118,22164.2727552,23483.155275,402.37,119.8318
2020-11-06,4885.7178,21984.075090600003,23264.07776,406.94,119.7991
2020-11-09,4981.3497,22187.6304228,23476.97115,406.2,119.7326
2020-11-10,4953.8756,22355.4689556,23363.979041000002,396.69,119.7286
2020-11-11,4904.8981,22347.4851184,23604.56462,396.0,119.7269
2020-11-12,4908.463,22353.884396,23427.739436,394.39,119.6531
2020-11-13,4856.8513,22360.191771,23764.166775,395.93,119.5637
2020-11-16,4904.1716,22473.7532229,23955.015167999998,396.01,119.5611
2020-11-17,4894.786,22404.7510362,23736.991186000003,395.8,119.5146
2020-11-18,4891.6716,22458.592883200003,23402.204947,393.72,119.4316
2020-11-19,4927.9891,22264.259698399997,23455.517508,391.5,119.3437
2020-11-20,4943.2882,22443.867174600004,23403.632643999998,392.1,119.3126
2020-11-23,5005.0273,22452.881464000002,23511.563721000002,391.65,119.372
2020-11-24,4974.2855,22572.05239,23924.269669,383.36,119.3671
2020-11-25,4910.7,22621.28195,23864.585785000003,378.45,119.4292
2020-11-26,4919.5912,22759.789853500002,23875.8377,378.85,119.4336
2020-11-27,4980.765,22816.101778,23923.970425,377.5,119.4148
2020-11-30,4960.2519,22355.2323183,23823.806466000002,370.58,119.5906
2020-12-01,5067.0983,22593.4207488,24143.236645,372.99,119.5859
2020-12-02,5067.1447,22455.849083,24072.741511,378.43,119.5463
2020-12-03,5057.0603,22616.05299,24050.749824,382.98,119.5494
2020-12-04,5065.9163,22679.035992,24231.825384000003,383.38,119.591
2020-12-07,5022.2351,22353.226604999996,24131.388952,382.52,119.5905
2020-12-08,5009.8786,22168.4309856,24183.097,386.76,119.6497
2020-12-09,4942.6986,22330.7629272,23987.554702,384.75,119.6583
2020-12-10,4940.5249,22306.384314,24017.25156,381.46,119.701
2020-12-11,4889.6292,22365.918164699997,23960.86013,381.46,119.6338
2020-12-14,4934.8352,22252.1710544,23840.359389,380.46,119.6543
2020-12-15,4945.1,22121.573489,24175.376508,383.8,119.7106
2020-12-16,4953.867,22309.1997048,24188.996535,385.44,119.7615
2020-12-17,5017.4784,22493.6093132,24330.873776,388.7,119.7668
2020-12-18,4999.9678,22326.130444000002,24228.011414999997,390.34,119.7853
2020-12-21,5046.8396,22228.618466400003,24204.312444000003,395.96,119.871
2020-12-22,4964.7727,22027.6694875,24109.886962000004,390.32,119.9975
2020-12-23,5007.1235,22276.252221999996,24190.967558000004,390.12,120.0343
2020-12-24,5000.0154,22245.717139200002,24203.570466,390.4,119.9921
2020-12-25,5042.0137,22234.898649600003,24193.201898000003,392.21,120.0637
2020-12-28,5064.4147,22140.8665357,24367.994496,391.61,120.1288
2020-12-29,5042.9361,22427.2594637,24393.849503999998,390.66,120.1648
2020-12-30,5113.7105,22872.797530499996,24379.5513,390.39,120.2598
2020-12-31,5211.2885,22918.8082532,24507.981143,390.0,120.2792
2021-01-04,5267.7181,23176.8867003,24205.211520000004,398.09,120.2416
2021-01-05,5368.5049,23095.0985622,24135.145360000002,401.0,120.3246
2021-01-06,5417.6677,23075.716666999997,24214.483656,400.73,120.382
2021-01-07,5513.6568,22956.4572012,24575.526432000002,398.49,120.4636
2021-01-08,5495.4306,23266.3260654,24748.739344,395.97,120.4734
2021-01-11,5441.1583,23307.2708508,24607.794204,385.0,120.4669
2021-01-12,5596.3525,23635.96979,24640.453937000002,387.99,120.5198
2021-01-13,5577.9711,23524.772495999998,24613.47132,386.5,120.6222
2021-01-14,5470.4563,23796.0179744,24574.603284,383.7,120.6793
2021-01-15,5458.0812,23820.0269118,24355.330225,385.41,120.5864
2021-01-18,5518.5205,24138.5118064,24435.217125000003,384.6,120.4782
2021-01-19,5437.5234,24806.4384408,24648.467753,384.97,120.4791
2021-01-20,5476.4336,25060.609908000002,24973.85466,386.76,120.5019
2021-01-21,5564.9693,24978.0077736,24927.821672000005,389.46,120.5811
2021-01-22,5569.776,24547.138802999998,24822.426698999996,388.09,120.5984
2021-01-25,5625.9232,25216.551441199997,24990.057984000003,386.0,120.5782
2021-01-26,5512.9678,24588.1402908,24963.630814,387.45,120.4585
2021-01-27,5528.0034,24438.8276248,24254.354205,385.39,120.4393
2021-01-28,5377.1427,23881.8625819,24559.265610000002,382.23,120.3163
2021-01-29,5351.9646,23606.1500402,24034.475616,384.5,120.2872
2021-02-01,5417.6484,24082.198809999998,24387.815478,388.47,120.3423
2021-02-02,5501.0915,24422.079526,24770.000416,384.83,120.3667
2021-02-03,5485.2008,24450.041579599998,24769.326373000004,382.36,120.2751
2021-02-04,5473.9475,24264.646575000002,25013.376269999997,379.5,120.2181
2021-02-05,5483.414,24446.0896488,25151.67693,376.23,120.2081
2021-02-08,5564.5618,24460.061042200003,25325.253001999998,378.59,120.1917
2021-02-09,5686.2502,24537.454365499998,25240.340559,382.74,120.222
2021-02-10,5807.7191,24951.362380799997,25176.108308,383.0,120.1976
2021-02-18,5768.3814,25469.0325115,25259.196792,372.06,120.0926
2021-02-19,5778.842,25544.8340334,25246.722704,370.67,120.1648
2021-02-22,5597.3327,25247.9288376,25027.84695,374.5,120.1601
2021-02-23,5579.6681,25488.1944384,25041.046692,377.99,120.1834
2021-02-24,5437.5683,24766.8840336,25364.165945,377.28,120.2206
